library order	Biosample name	Vocabulary representative	DCC Experiment ID	DCC Library ID	DCC Biosample ID	Altius Aggregation ID	Altius Library ID	Altius Biosample ID	Replicate indicators	System	Subsystem	Organ	Biosample type	Biological state	Germ layer	Description 	Growth stage	Age	Sex	Ethnicity	Donor ID	Biosample protocol	Experiment protocol	Library kit method	Library cleanup	DNaseI units/mL	Amount Nucleic Acid (ng)	Nuclei count	Protease inhibitor	Library sequencing date	Reads used	DCC SPOT score	Per-biosample peaks	DHSs in Index
263	fKidney_R	Tissue invariant	ENCSR036VRV	ENCLB691LMZ	ENCBS164TRX	AG9071	LN3893	DS17144		Renal		Kidney	Primary	Primary	Mesoderm	Kidney	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	In-PE	minElute	80	49.3	6720000	A+Sucrose	2010-10-29	24619723	0.4981	45700	45431
264	fIntestine_Sm		ENCSR133KBX	ENCLB684DTN	ENCBS978IDA	AG9070	LN3894	DS17150		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	In-PE	minElute	60	31.7	4590000	A+Sucrose	2010-11-01	23203816	0.456	38645	38452
265	fLung_L		ENCSR680SDS	ENCLB727PHD	ENCBS188SKM	AG9069	LN3895	DS17154		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	In-PE	minElute	80	18.2	5280000	A+Sucrose	2010-11-01	52173786	0.5449	76447	76011
266	fIntestine_Lg		ENCSR563XRP	ENCLB973GOU	ENCBS746BPC	AG9068	LN3896	DS17157		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	PE	minElute	40	12.9	5270000	A+Sucrose	2010-11-01	20954765	0.3855	41162	41081
267	fLung_R		ENCSR859KGQ	ENCLB388RYR	ENCBS513UEL	AG9067	LN3898	DS17162		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	In-PE	minElute	80	43.1	5500000	A+Sucrose	2010-11-01	30456387	0.5943	58907	58624
268	fStomach		ENCSR082XEU	ENCLB915UYX	ENCBS220QDW	AG9066	LN3901	DS17172		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	107D	F		H23758	Biosample protocol	Experiment protocol	In-PE	minElute	80	18.1	2340000	A+Sucrose	2010-11-01	25082641	0.4242	34089	33834
269	CD4		ENCSR425MRQ	ENCLB135TML	ENCBS517HTQ	AG9065	LN3902	DS17175		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD4+ T cells	Adult	37Y	M	Hisp	RO 01701	Biosample protocol	Experiment protocol	In-PE	minElute	120	30.1	5980000	Buffer A	2010-11-02	25025691	0.3647	30807	30687
270	CD19		ENCSR381PXW	ENCLB800FZO	ENCBS469TSJ	AG9064	LN3904	DS17186		Hematopoietic	Lymphoid	Blood	Primary	Primary	Mesoderm	CD19+ B cells	Adult	21Y	M	Cauc	RO 01721	Biosample protocol	Experiment protocol	In-PE	minElute	120	22.1	6750000	Buffer A	2010-11-02	490844799	0.5371	117646	116747
271	CD56	Lymphoid	ENCSR704HNG	ENCLB968GLJ	ENCBS439LTB	AG9063	LN3905	DS17189		Hematopoietic	Lymphoid	Blood	Primary	Primary	Mesoderm	CD56+ cells	Adult	21Y	M	Cauc	RO 01721	Biosample protocol	Experiment protocol	PE	minElute	100	4.2	5220000	Buffer A	2010-11-02	575432695	0.5958	128920	128464
272	CD3	Lymphoid	ENCSR628IRM	ENCLB855KQP	ENCBS980PVB	AG9062	LN3906	DS17198		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD3+ T cells	Adult	21Y	M	Cauc	RO 01721	Biosample protocol	Experiment protocol	PE	minElute	120	8.4	7140000	Buffer A	2010-11-03	259882096	0.6205	106906	106550
273	CD8	Lymphoid	ENCSR020LUD	ENCLB798GQN	ENCBS312SQY	AG9061	LN3907	DS17203		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD8+ T cells	Adult	21Y	M	Cauc	RO 01721/RO 01898	Biosample protocol	Experiment protocol	PE	minElute	120	7.6	4200000	Buffer A	2010-11-03	556834775	0.7326	139045	138520
274	CD14		ENCSR452DCM	ENCLB665NTX	ENCBS945EIT	AG9060	LN3909	DS17215		Hematopoietic		Blood	Primary	Primary	Mesoderm	CD14+ monocytes	Adult	21Y	M	Cauc	RO 01721	Biosample protocol	Experiment protocol	PE	minElute	80	3.8	8850000	Buffer A	2010-11-03	384036115	0.5923	147687	147325
275	CD19		ENCSR891VOV	ENCLB894REI	ENCBS727DXY	AG9059	LN3921	DS17281		Hematopoietic	Lymphoid	Blood	Primary	Primary	Mesoderm	CD19+ B cells	Adult	34Y	F	Cauc	RO 01727	Biosample protocol	Experiment protocol	In-PE	minElute	120	19.3	6880000	Buffer A	2010-11-05	23750545	0.4362	34579	34438
276	fKidney_renal_cortex	Tissue invariant	ENCSR828RNY	ENCLB730SXG	ENCBS455AXR	AG9058	LN3926	DS17307		Renal		Kidney	Primary	Primary	Mesoderm	Kidney	Fetal	108D	M		H23769	Biosample protocol	Experiment protocol	In-PE	minElute	80	50.4	4820000	A+Sucrose	2010-11-06	31434918	0.4512	45310	44896
277	fIntestine_Lg	Digestive	ENCSR857AEB	ENCLB419AXU	ENCBS547DHM	AG9057	LN3928	DS17313		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	108D	M		H23769	Biosample protocol	Experiment protocol	In-PE	minElute	40	21.8	6530000	A+Sucrose	2010-11-08	387804730	0.4907	198369	197480
278	fIntestine_Sm	Digestive	ENCSR945RWN	ENCLB449ATC	ENCBS918JWZ	AG9056	LN3929	DS17317		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	108D	M		H23769	Biosample protocol	Experiment protocol	In-PE	minElute	60	32.4	6440000	A+Sucrose	2010-11-08	314501389	0.4527	179742	178795
279	fAdrenal		ENCSR728BAD	ENCLB997PHL	ENCBS200XAZ	AG9055	LN3930	DS17319		Endocrine		Adrenal Gland	Primary	Primary	Mesoderm	Adrenal	Fetal	108D	M		H23769	Biosample protocol	Experiment protocol	In-PE	minElute	80	67.2	4180000	A+Sucrose	2010-11-08	27939992	0.3265	43916	43734
280	CD4		ENCSR328UMC	ENCLB882RDH	ENCBS374YBC	AG9052	LN3935	DS17329		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD4+ T cells	Adult	34Y	F	Cauc	RO 01689	Biosample protocol	Experiment protocol	In-PE	minElute	140	30.7	4590000	Buffer A	2010-11-09	30258748	0.3729	31159	30980
281	CD8		ENCSR609DDQ	ENCLB060BVC	ENCBS066AJB	AG9051	LN3936	DS17332	-	Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD8+ T cells	Adult	34Y	F	Cauc	RO 01689	Biosample protocol	Experiment protocol	In-PE	minElute	160	20.4	6870000	Buffer A	40491	24073610	0.3264	27333	27186
282	fKidney_renal_pelvis		ENCSR913NYL	ENCLB139VTR	ENCBS545JWM	AG9049	LN3946	DS17381		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	108D	M		H23790	Biosample protocol	Experiment protocol	PE	minElute	60	13.5	5920000	A+Sucrose	2010-11-12	29346985	0.5301	57067	56916
283	fKidney_renal_cortex		ENCSR129KIV	ENCLB895BSF	ENCBS789YVL	AG9048	LN3947	DS17387		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	108D	M		H23790	Biosample protocol	Experiment protocol	PE	minElute	80	15.5	6000000	A+Sucrose	2010-11-12	24810671	0.5861	56141	55971
284	CD14		ENCSR695AUY	ENCLB238BXL	ENCBS217PJS	AG9047	LN3948	DS17391		Hematopoietic		Blood	Primary	Primary	Mesoderm	CD14+ monocytes	Adult	34Y	F	Cauc	RO 01689	Biosample protocol	Experiment protocol	PE	minElute	80	13.4	7020000	Buffer A	2010-11-16	21224065	0.4249	41519	41450
285	fIntestine_Lg		ENCSR366EQH	ENCLB601VGE	ENCBS997WGU	AG9046	LN3956	DS17422		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	115D	M		H23808	Biosample protocol	Experiment protocol	In-PE	minElute	40	22.5	6720000	A+Sucrose	2010-11-29	23847386	0.4521	36661	36509
286	fMuscle_leg		ENCSR937RVN	ENCLB957MJJ	ENCBS813EAV	AG9044	LN3960	DS17429		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_leg	Fetal	115D	M		H23808	Biosample protocol	Experiment protocol	In-PE	minElute	60	24.2	4140000	A+Sucrose	2010-11-29	26823025	0.3863	31929	31688
287	fMuscle_arm		ENCSR868XPR	ENCLB979YQL	ENCBS649MQO	AG9043	LN3961	DS17432		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_arm	Fetal	115D	M		H23808	Biosample protocol	Experiment protocol	In-PE	minElute	80	26.4	6120000	A+Sucrose	2010-11-29	29255395	0.4055	45641	45433
288	CD19		ENCSR247IUJ	ENCLB534RFX	ENCBS010LQV	AG9042	LN3964	DS17440		Hematopoietic	Lymphoid	Blood	Primary	Primary	Mesoderm	CD19+ B cells	Adult	37Y	M	Hisp	RO 01736	Biosample protocol	Experiment protocol	In-PE	minElute	120	22.5	6340000	Buffer A	2010-11-30	25855759	0.3582	32444	32304
289	fSpleen		ENCSR679IFH	ENCLB393WWZ	ENCBS599HUG	AG9040	LN3967	DS17448		Hematopoietic	Lymphoid	Spleen	Primary	Primary	Mesoderm	Spleen	Fetal	112D	U		H23399	Biosample protocol	Experiment protocol	PE	minElute	100	14.2	3780000	A+Sucrose	2010-12-02	27806266	0.3514	37912	37702
290	fKidney_renal_pelvis	Tissue invariant	ENCSR956ZHU	ENCLB700EJA	ENCBS929EKB	AG9039	LN3968	DS17451		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	113D	M		H23833	Biosample protocol	Experiment protocol	In-PE	minElute	70	16.8	5460000	A+Sucrose	2010-12-03	34958440	0.4314	47768	47531
291	fKidney_renal_cortex	Organ devel. / renal	ENCSR155NPL	ENCLB175FUL	ENCBS766EWQ	AG9038	LN3969	DS17455		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	113D	M		H23833	Biosample protocol	Experiment protocol	PE	minElute	60	11.9	5220000	A+Sucrose	2010-12-03	29222868	0.6276	69687	69496
292	fIntestine_Lg	Digestive	ENCSR047FNH	ENCLB206MEV	ENCBS028WMZ	AG9037	LN3972	DS17462		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	113D	M		H23833	Biosample protocol	Experiment protocol	In-PE	minElute	60	38.5	5550000	A+Sucrose	2010-12-06	52885665	0.3181	63774	63465
293	fLung_L		ENCSR488PHT	ENCLB348PVS	ENCBS960KKK	AG9036	LN3973	DS17464		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	113D	M		H23833	Biosample protocol	Experiment protocol	In-PE	minElute	60	24.2	6170000	A+Sucrose	2010-12-06	38587147	0.5163	63779	63516
294	fKidney		ENCSR437KLY	ENCLB103CUY	ENCBS434EOI	AG9033	LN4008	DS17522		Renal		Kidney	Primary	Primary	Mesoderm	fKidney	Fetal	85D	F		H23855	Biosample protocol	Experiment protocol	In-PE	minElute	60	43.2	5070000	A+Sucrose	40527	36142773	0.3434	30192	29868
295	CD3		ENCSR366YTD	ENCLB597AVO	ENCBS495KDC	AG9032	LN4011	DS17534		Hematopoietic	T-cell	Mesoderm	Primary	Primary	Mesoderm	CD3	Adult	37Y	M	Hisp	RO 01701	Biosample protocol	Experiment protocol	In-PE	minElute	120	51.8	8730000	Buffer A	2010-12-16	35163820	0.4165	40156	39977
296	CD20		ENCSR000EMJ	ENCLB424ZZZ	ENCBS852WTL	AG4058	LN4013	DS17541		Hematopoietic	Lymphoid	Blood	Primary	Primary	Mesoderm	B cells	Adult	27Y	F	Afr-Am	RO 01794	Biosample protocol	Experiment protocol	In-PE	minElute	120	28.9	5610000	Buffer A	2010-12-17	33007342	0.4792	45177	44933
297	fKidney_renal_cortex_R		ENCSR014VAC	ENCLB782MZC	ENCBS100DZU	AG9031	LN4014	DS17545		Renal		Kidney	Primary	Primary	Mesoderm	Kidney.cortex	Fetal	105D	M		H23871	Biosample protocol	Experiment protocol	In-PE	minElute	60	17.1	4860000	A+Sucrose	40532	37545518	0.3129	33670	33314
298	fKidney_renal_pelvis_R	Tissue invariant	ENCSR752NTF	ENCLB022PYQ	ENCBS145EYH	AG9030	LN4015	DS17548		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	105D	M		H23871	Biosample protocol	Experiment protocol	In-PE	minElute	80	31	6430000	A+Sucrose	2010-12-20	34276324	0.4189	45529	45055
299	fKidney_renal_cortex_L		ENCSR092WMD	ENCLB838XGP	ENCBS376PWL	AG9029	LN4016	DS17550		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	105D	M		H23871	Biosample protocol	Experiment protocol	In-PE	minElute	60	18.7	4050000	A+Sucrose	2010-12-20	32713751	0.4948	46266	45928
300	fKidney_renal_pelvis_L		ENCSR016THC	ENCLB087GBB	ENCBS055ULH	AG9028	LN4017	DS17553		Renal		Kidney	Primary	Primary	Mesoderm	kidney	Fetal	105D	M		H23871	Biosample protocol	Experiment protocol	In-PE	minElute	60	25.9	6930000	A+Sucrose	2010-12-20	27969118	0.4395	34875	34601
301	hTH1		ENCSR000EQE	ENCLB595ZZZ	ENCBS264SFF	AG4056	LN4022	DS17592		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	T1 helper	Adult	33Y	M	Cauc	Wb54553204	Biosample protocol	Experiment protocol	PE	minElute	80	10.7	5840000	Buffer A	2010-12-27	20089298	0.3363	35381	35301
302	hTH2	Lymphoid	ENCSR000EQI	ENCLB601ZZZ	ENCBS153AAA	AG4054	LN4024	DS17597		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	T2 helper cells	Adult	33Y	M	Cauc	Wb54553204	Biosample protocol	Experiment protocol	PE	minElute	80	6.4	7760000	Buffer A	2010-12-27	399625390	0.7495	177600	177163
303	iTH2	Lymphoid	ENCSR000EQG	ENCLB598ZZZ	ENCBS748KUK	AG5621	LN4026	DS17603		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	T2 helper cells, induced	Adult	33Y	M	Cauc	Wb54553204	Biosample protocol	Experiment protocol	In-PE	minElute	80	30.4	6360000	Buffer A	2010-12-27	383011753	0.5128	109979	109668
304	fPlacenta	Placental / trophoblast	ENCSR129TSG	ENCLB452OOX	ENCBS688ZPB	AG9027	LN4046	DS17639		Fetal Life Support		Placenta	Primary	Primary	Endoderm	Placenta	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	In-PE	minElute	60	26.4	6780000	A+Sucrose	2011-01-03	72846511	0.3566	106238	106026
305	fIntestine_Sm	Digestive	ENCSR502NDK	ENCLB250ORW	ENCBS529UES	AG9026	LN4047	DS17643		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	In-PE	minElute	50	22.7	3920000	A+Sucrose	2011-01-03	45592211	0.3262	54778	54561
306	fIntestine_Lg	Digestive	ENCSR874CAK	ENCLB811MCT	ENCBS443ORA	AG9025	LN4049	DS17647		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	In-PE	minElute	50	47.3	7250000	A+Sucrose	2011-01-03	67400698	0.3246	73715	73396
307	fStomach		ENCSR511GQA	ENCLB896ZQW	ENCBS246MHN	AG9024	LN4053	DS17659		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	PE	minElute	80	9.2	7740000	A+Sucrose	2011-01-05	19773828	0.3486	32414	32312
308	fMuscle_upper_limb_sk		ENCSR166TEE	ENCLB202DAZ	ENCBS988KQJ	AG9023	LN4054	DS17661		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_upper_limb_sk	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	PE	minElute	80	7.1	4280000	A+Sucrose	2011-01-05	20735878	0.5161	47003	46850
309	fLung_R	Pulmonary devel.	ENCSR930AUG	ENCLB084VNX	ENCBS917VNB	AG9021	LN4056	DS17670		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	PE	minElute	60	9.9	6660000	A+Sucrose	2011-01-06	40324307	0.5457	92107	91957
310	fLung_L	Pulmonary devel.	ENCSR456KDF	ENCLB731WYV	ENCBS078XUR	AG9020	LN4057	DS17674		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	PE	minElute	60	9.4	5460000	A+Sucrose	2011-01-06	21264511	0.6124	66020	65884
311	fAdrenal		ENCSR419MZH	ENCLB335XBB	ENCBS119WRO	AG9019	LN4058	DS17677		Endocrine		Adrenal Gland	Primary	Primary	Mesoderm	Adrenal	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	In-PE	minElute	60	36.5	6000000	A+Sucrose	2011-01-06	27357799	0.3192	50517	50433
312	CD3		ENCSR040DGJ	ENCLB942UEB	ENCBS653EZT	AG9018	LN4061	DS17702		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	Cord blood hematopoietic CD3+	Neonatal	NB			CB#1, 1/3/2011	Biosample protocol	Experiment protocol	PE	minElute	120	12.5	4680000	Buffer A	2011-01-11	19786389	0.3916	33912	33838
313	fLung_L		ENCSR510ITB	ENCLB020YSU	ENCBS574MIZ	AG9016	LN4063	DS17739		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	PE	minElute	60	13.9	8590000	A+Sucrose	2011-01-12	19700183	0.5429	54786	54692
314	fPlacenta		ENCSR989YIV	ENCLB652QZG	ENCBS899TRC	AG9015	LN4064	DS17744		Fetal Life Support		Placenta	Primary	Primary	Endoderm	Placenta	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	In-PE	minElute	70	44.2	7200000	A+Sucrose	2011-01-12	29561109	0.454	51500	51339
315	fIntestine_Lg		ENCSR762FCX	ENCLB568KJW	ENCBS445IVN	AG9014	LN4065	DS17748		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	In-PE	minElute	60	25.9	5900000	A+Sucrose	2011-01-12	22359210	0.5097	34635	34392
316	fKidney		ENCSR941DTJ	ENCLB134KGJ	ENCBS034SKE	AG9012	LN4067	DS17753		Renal		Kidney	Primary	Primary	Mesoderm	Kidney	Fetal	108D	F		H23887	Biosample protocol	Experiment protocol	In-PE	minElute	60	59.5	8970000	A+Sucrose	2011-01-13	31769247	0.4607	48331	48118
317	fKidney_renal_cortex		ENCSR254AGA	ENCLB764DZE	ENCBS620YJZ	AG9011	LN4068	DS17756		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_cortex	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	PE	minElute	60	8.6	3600000	A+Sucrose	2011-01-13	19776245	0.3792	33853	33754
318	fKidney_renal_pelvis		ENCSR580OAH	ENCLB980AHO	ENCBS262QPN	AG9010	LN4069	DS17760		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_pelvis	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	In-PE	minElute	70	25.7	7770000	A+Sucrose	2011-01-13	38898635	0.5063	63390	63167
319	fIntestine_Sm		ENCSR594OWA	ENCLB369BPN	ENCBS623YHX	AG9009	LN4070	DS17763		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	PE	minElute	60	9.3	6790000	A+Sucrose	2011-01-13	22026246	0.481	47902	47791
320	fMuscle_back	Musculoskeletal	ENCSR317SIH	ENCLB752ROB	ENCBS384LIR	AG9007	LN4072	DS17767		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_back	Fetal	91D	M		H23914	Biosample protocol	Experiment protocol	In-PE	minElute	80	24	3600000	A+Sucrose	2011-01-13	348976677	0.5563	227382	225627
321	fIntestine_Lg	Digestive	ENCSR133SPH	ENCLB586ISH	ENCBS699KFK	AG9006	LN4074	DS17785		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	120D	F		H23941	Biosample protocol	Experiment protocol	PE	minElute	60	13	6120000	A+Sucrose	2011-01-20	29095238	0.3742	56376	56278
322	fKidney_renal_cortex		ENCSR524DWS	ENCLB771NFX	ENCBS448HVV	AG9005	LN4076	DS17804		Renal		Kidney	Primary	Primary	Mesoderm	Kidney_renal_cortex	Fetal	120D	F		H23941	Biosample protocol	Experiment protocol	PE	minElute	70	13.1	5160000	A+Sucrose	2011-01-20	29437186	0.4959	56873	56707
323	fIntestine_Sm	Digestive	ENCSR116WWW	ENCLB081JWA	ENCBS133LAN	AG9004	LN4077	DS17808		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	120D	F		H23941	Biosample protocol	Experiment protocol	In-PE	minElute	60	21.3	8690000	A+Sucrose	2011-01-21	65723305	0.3822	86981	86748
324	fMuscle_arm		ENCSR357PMV	ENCLB844WEN	ENCBS516CJQ	AG9003	LN4083	DS17825		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_arm	Fetal	120D	F		H23941	Biosample protocol	Experiment protocol	In-PE	minElute	80	23.5	6750000	A+Sucrose	2011-01-25	40208181	0.5289	61758	61515
325	fMuscle_trunk	Musculoskeletal	ENCSR217YRJ	ENCLB193WYL	ENCBS992XAC	AG9002	LN4084	DS17827		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_trunk	Fetal	120D	F		H23941	Biosample protocol	Experiment protocol	PE	minElute	80	7.7	7380000	A+Sucrose	2011-01-25	30086984	0.5644	66655	66472
326	fLung_R	Pulmonary devel.	ENCSR445XYW	ENCLB230BZS	ENCBS993PWO	AG9001	LN4085	DS17831		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	In-PE	minElute	80	24.6	6930000	A+Sucrose	2011-01-25	71941716	0.5432	96833	96475
327	fLung_L		ENCSR006XED	ENCLB309SGY	ENCBS859ASH	AG9000	LN4086	DS17835		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	PE	minElute	60	3.3	7650000	A+Sucrose	2011-01-25	11589339	0.5242	30080	30019
328	fIntestine_Lg	Digestive	ENCSR796SJV	ENCLB885IRR	ENCBS867ILV	AG8999	LN4087	DS17841		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	In-PE	minElute	60	25.7	8580000	A+Sucrose	2011-01-26	80490260	0.5254	106912	106677
329	fIntestine_Sm	Digestive	ENCSR565EBN	ENCLB204KUC	ENCBS735OUX	AG8998	LN4088	DS17844		Digestive		Small Intestine	Primary	Primary	Endoderm	Intestine_Sm	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	In-PE	minElute	50	20.6	7160000	A+Sucrose	2011-01-26	36465125	0.4696	60970	60838
330	fMuscle_arm		ENCSR753QKD	ENCLB472LJH	ENCBS054WKY	AG8997	LN4089	DS17848		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_arm	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	PE	minElute	80	3.8	3870000	A+Sucrose	2011-01-26	29629982	0.4963	57874	57717
331	fMuscle_back	Musculoskeletal	ENCSR072NBR	ENCLB623IJC	ENCBS174IGM	AG8996	LN4090	DS17850		Musculoskeletal	Skeletal Muscle	Muscle	Primary	Primary	Mesoderm	Muscle_back	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	PE	minElute	80	4.3	7470000	A+Sucrose	2011-01-26	28536351	0.5617	64633	64459
332	fThymus		ENCSR541UPY	ENCLB759VWL	ENCBS948PMG	AG8995	LN4094	DS17875	DS17876	Hematopoietic		Blood	Primary	Primary	Mesoderm	Thymus	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	PE	minElute	80	4.1	7860000	A+Sucrose	40571	28298191	0.3548	43655	43512
333	fThymus		ENCSR541UPY	ENCLB939YON	ENCBS948PMG	AG8994	LN4095	DS17876	DS17875	Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	Thymus	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	In-PE	minElute	100	33.3	7860000	A+Sucrose	2011-01-28	76560397	0.3548	70158	69902
334	fStomach		ENCSR208DMX	ENCLB162BKZ	ENCBS291NHF	AG8993	LN4096	DS17878		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	98D	F		H23964	Biosample protocol	Experiment protocol	PE	minElute	80	13.9	6660000	A+Sucrose	2011-01-28	352606938	0.5457	241939	241150
335	CD4	Lymphoid	ENCSR167JFX	ENCLB175IVE	ENCBS473JVM	AG8992	LN4097	DS17881		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD4	Adult	37Y	M	Hisp	RO 01701	Biosample protocol	Experiment protocol	PE	minElute	120	1.7	6150000	Buffer A	2011-01-31	579433524	0.6346	136474	135634
336	CD14		ENCSR674JIL	ENCLB885QAS	ENCBS375RID	AG8991	LN4099	DS17889		Hematopoietic	Myeloid	Blood	Primary	Primary	Mesoderm	CD14	Adult	37Y	M	Hisp	RO 01701	Biosample protocol	Experiment protocol	PE	minElute	80	8.1	8420000	Buffer A	2011-02-01	22897414	0.4395	50048	49985
337	fLung_R	Pulmonary devel.	ENCSR299INS	ENCLB054ALJ	ENCBS467PJB	AG8990	LN4107	DS17954		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	105D	F		H24005	Biosample protocol	Experiment protocol	In-PE	minElute	60	40	5810000	A+Sucrose	2011-02-07	54899075	0.5952	86027	85632
338	fLung_L		ENCSR468OVW	ENCLB622ECR	ENCBS143LJK	AG8989	LN4108	DS17959		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	105D	F		H24005	Biosample protocol	Experiment protocol	In-PE	minElute	60	77.4	8030000	A+Sucrose	2011-02-07	33762344	0.517	53944	53658
339	fStomach		ENCSR119HXE	ENCLB398CUR	ENCBS878MRX	AG8988	LN4109	DS17963		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	105D	F		H24005	Biosample protocol	Experiment protocol	In-PE	minElute	80	39.9	7020000	A+Sucrose	2011-02-07	30000609	0.409	35496	35122
340	fIntestine_Lg		ENCSR444VTC	ENCLB592RWY	ENCBS383OVQ	AG8987	LN4122	DS17990		Digestive		Large Intestine	Primary	Primary	Endoderm	Intestine_Lg	Fetal	105D	F		H24005	Biosample protocol	Experiment protocol	In-PE	minElute	40	53.1	8730000	A+Sucrose	2011-02-08	28800737	0.4714	46017	45874
341	hTH1	Lymphoid	ENCSR000EQD	ENCLB594ZZZ	ENCBS363AAA	AG4053	LN4128	DS18015		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	T1 helper cells	Adult	26Y	F		Wb33676984	Biosample protocol	Experiment protocol	In-PE	minElute	80	33.8	5310000	Buffer A	2011-02-09	271986078	0.4637	103501	103315
